User Address,Amount ($),Plan (Months),Start Date,Payouts Claimed,Next Payout Date,Next Payout Amount ($)
0x3483d367390D6e82aE60b13152EBD938fEe9826A,1000,12,2025-02-23,0,2026-02-18,1500
0x3E17C61CC8f9035a07C1B823d00791C91bF29a3B,100,4,2025-02-24,0,2025-06-24,50
0x5A7d32A17E1a5353BcD1B47CEaC781f7202DF9Df,100,4,2025-02-24,0,2025-06-24,50
0x0024a31D7BdA86737Eb76098D6e49f11726be223,100,4,2025-02-24,0,2025-06-24,50
0x52843149900730d2054B6600e216E30eEEE75076,1000,12,2025-02-25,0,2026-02-20,1500
0xa0f306B4e0841fe57CAc3767094C7D90c29Ce90d,100,12,2025-02-25,0,2026-02-20,150
0x3820dAa7c96FE8cda68A93709763580FA63D671B,100,12,2025-02-26,0,2026-02-21,150
0x1D962FD7d540650ED23aAf5Fd20946D9B0AED432,100,12,2025-02-26,0,2026-02-21,150
0x0a208eAed6F7aFA8A400449Aa44C1396902f3Ebf,100,12,2025-02-26,0,2026-02-21,150
0x26D2200A087F00dA9FEee8FDc0F15374F425fF67,100,12,2025-02-26,0,2026-02-21,150
0xEA6Cc0158Bffb3fA329794638fB6ba9551B1fFFD,1000,12,2025-02-26,0,2026-02-21,1500
0x945efa8d02aDc32E0b8b2118505BA5BC7763a1CB,1000,12,2025-02-26,0,2026-02-21,1500
0x9Dd77bA83a0C1b05F367c4C71C6c522E3b5aE044,100,4,2025-02-26,0,2025-06-26,50
0x4de1Dd0522f55f1156f92D0b91E0f5d2CC757184,100,4,2025-02-26,0,2025-06-26,50
0xd93725a8AC6f21eD5ad30e7a00213607e979254A,100,4,2025-02-27,0,2025-06-27,50
0x7C006E38Ae3a6E99781b4e19Eb1f583a2B2a24D2,100,4,2025-02-27,0,2025-06-27,50
0x0Ca05B728Ff6855994c82b10E3B64EF945318f0b,1000,12,2025-02-27,0,2026-02-22,1500
0x9B5bFFe033b03019faDc61ed155cF3c2cBfb7217,100,12,2025-02-28,0,2026-02-23,150
0x0be4A2496B65BA15e314f3d47B62934487Abe6Bb,100,12,2025-02-28,0,2026-02-23,150
0x44cC74443C4CE6c92742199c80716c0b32dD9c02,100,12,2025-02-28,0,2026-02-23,150
0xBcfb7A517b96bf1Dd113a716b1a76De926c77378,100,12,2025-02-28,0,2026-02-23,150
0xa7516246f5F4CBd069514291076ae373bc5649F5,100,12,2025-02-28,0,2026-02-23,150
0xA997E4525C37B1a9c86B491241d15a672ea6DA21,500,12,2025-02-28,0,2026-02-23,750
0x90B77F86F6Cf8b5Da3ebF965a1347f635c828BC5,500,6,2025-02-28,0,2025-08-27,375
0x50A0D4eD460dB426d7a6faf47679e128D84ec761,100,12,2025-02-28,0,2026-02-23,150
0x80CcA8217D2EA609eA0658c17327a438889c422c,100,12,2025-02-28,0,2026-02-23,150
0x7610474B469e0d0Dc09c6135C523B9e2F0A05Bcc,100,12,2025-02-28,0,2026-02-23,150
0xA205D522D2cD73426F21AD62fFbF29b5C7BbA091,100,12,2025-02-28,0,2026-02-23,150
0x7a0F830944ebdBf906Cec912F72d2b43bA9cb4eE,100,12,2025-02-28,0,2026-02-23,150
0xE385e80CC1301ed9B88Bb720C5E777Fe50FBF51A,500,12,2025-02-28,0,2026-02-23,750
0xeFBfB80c1B78940022c4F43487a0B21e0293f2B0,100,4,2025-03-01,0,2025-06-29,50
0xF3035bDC88b807C0eFA66B06534b4dd5B2b6Dcdf,100,4,2025-03-01,0,2025-06-29,50
0x2d64a8BC4b98975D3496cb8D5e46C7EAD2eFf88F,500,12,2025-03-01,0,2026-02-24,750
0x34d92f07e0dF0e6b988528cBbb19C1D4b3541541,100,4,2025-03-02,0,2025-06-30,50
0x0CE979fcc10d80DDEd21641DBACd6a595773fe87,100,4,2025-03-03,0,2025-07-01,50
0x474FfD62568cf5d89FfB7f7c885c236Ef5C3f428,100,4,2025-03-03,0,2025-07-01,50
0x06705d6799A0eed1E184b99793eB93C658a2f1Ff,100,4,2025-03-03,0,2025-07-01,50
0xC332063519846D3160CF0Fdd18E1f0D054C2a6D7,100,4,2025-03-03,0,2025-07-01,50
0x132C04B2F1d66c42ecf8bb57FDC6604548b3af86,100,12,2025-03-03,0,2026-02-26,150
0x24016ecd5538cCC5C629D721aB4fED106afa3E71,100,4,2025-03-03,0,2025-07-01,50
0xcE8b92B0D7846186C836E40427Ef8d8F48372246,100,4,2025-03-04,0,2025-07-02,50
0xd7Ae769cB0FA185E9c473A7Fffb30C6173376EC1,100,4,2025-03-04,0,2025-07-02,50
